MDY,SubType,POINT_X,POINT_Y
7/15/1941,PzDiv,32.70972399,55.66975106
7/15/1941,PzDiv,32.83998868,55.27746677
7/16/1941,PzDiv,32.55358959,55.42507194
7/17/1941,PzDiv,32.65396629,55.39445249
7/17/1941,PzDiv,32.06000047,55.05077198
7/19/1941,PzDiv,32.43586166,55.43151908
7/19/1941,PzDiv,32.7194275,55.72838342
7/19/1941,PzDiv,32.23784724,55.65924413
7/20/1941,PzDiv,32.44999146,55.57389921
7/20/1941,PzDiv,32.87540349,55.33209689
7/22/1941,PzDiv,32.50448932,55.50449478
7/24/1941,PzDiv,32.75398595,55.52881946
7/24/1941,PzDiv,32.6705359,55.66236555
7/26/1941,PzDiv,32.83089831,55.51820584
7/27/1941,PzDiv,32.84383338,55.51033031
7/29/1941,PzDiv,32.79893576,55.46693193
7/30/1941,PzDiv,32.79101685,55.51451308
8/1/1941,PzDiv,32.76478681,55.45154173
8/1/1941,PzDiv,32.75174888,54.96687728
8/1/1941,PzDiv,32.63674601,54.90925226
8/2/1941,PzDiv,32.72157098,55.43082639
8/4/1941,PzDiv,32.73228562,55.38711179
8/6/1941,PzDiv,32.74343547,55.45428333
8/10/1941,PzDiv,32.08920522,55.47933201
8/12/1941,PzDiv,32.08593183,55.49400113
8/14/1941,PzDiv,32.10849062,55.47916703
8/18/1941,PzDiv,32.09527362,55.46784181
8/20/1941,PzDiv,31.20615211,55.83927672
8/21/1941,PzDiv,30.95697017,55.94234908
8/23/1941,PzDiv,30.88020219,56.27845012
8/24/1941,PzDiv,30.82516104,56.28297246
9/2/1941,PzDiv,32.22048485,56.64702446
9/4/1941,PzDiv,31.92124549,56.64752343
9/6/1941,PzDiv,31.65838015,56.56158737
9/8/1941,PzDiv,31.28641223,56.80797578
7/11/1941,Inf_Div,28.45459472,54.92840045
7/11/1941,Inf_Div,29.20723214,55.37062845
7/12/1941,Inf_Div,28.60376582,54.95036159
7/12/1941,Inf_Div,29.22367677,55.37312208
7/13/1941,Inf_Div,29.1535277,55.19410746
7/13/1941,Inf_Div,29.19653587,55.32359099
7/15/1941,Inf_Div,29.68991504,55.32607784
7/15/1941,Inf_Div,30.22829589,55.17207041
7/16/1941,Inf_Div,30.16371429,55.18810828
7/17/1941,Inf_Div,30.36898,55.12881049
7/17/1941,Inf_Div,30.76822699,55.01815586
